runge results
+-------------+----------------------+-------------------------+------------------------+
| Num samples | Initial num of knots | Best num interior knots |       Tolerance        |
|      70     |          24          |            22           | 0.0034629085232025236  |
|      70     |          25          |            23           | 0.0014368606945492912  |
|      70     |          26          |            24           | 0.0022603748126790446  |
|      70     |          27          |            25           | 0.0011124373784959785  |
|      70     |          28          |            26           |  0.001495681449480979  |
|      70     |          29          |            27           | 0.0008516992360007025  |
|      70     |          30          |            28           | 0.0010115097712043442  |
|      70     |          31          |            29           | 0.0006627498407313359  |
|      70     |          32          |            30           | 0.0006869830440192626  |
|      70     |          33          |            31           | 0.0005151414794990483  |
|      70     |          34          |            32           | 0.00047109676479739626 |
|      70     |          35          |            33           | 0.00039845154830042695 |
|      70     |          36          |            34           | 0.00032974977932409555 |
|      70     |          37          |            35           | 0.00031332206855538836 |
|      70     |          38          |            36           |  0.000256568180249106  |
|      70     |          39          |            37           | 0.00025372190166239594 |
|      70     |          40          |            38           | 0.00019628792543291418 |
|      70     |          41          |            39           | 0.00021305906135771213 |
|      70     |          42          |            40           | 0.00014684240242368585 |
|      70     |          43          |            41           | 0.00018240950126091615 |
|      70     |          44          |            42           | 0.00012683484938891265 |
|      70     |          45          |            43           | 0.0001561971728128997  |
|      70     |          46          |            44           | 0.00010741856323304155 |
|      70     |          47          |            45           |  0.000135559799522178  |
|      70     |          48          |            30           | 8.984566117420378e-05  |
|      70     |          49          |            47           | 0.00012527502594428253 |
|      70     |          50          |            34           |   7.317013283481e-05   |
|      70     |          51          |            49           | 0.00012145379006800461 |
|      70     |          52          |            34           | 5.7764685488348455e-05 |
|      70     |          53          |            51           | 0.00011565653053613456 |
|      70     |          54          |            32           | 5.020865551703946e-05  |
|      70     |          55          |            53           | 0.00010583707466149672 |
|      70     |          56          |            36           | 4.566715932896592e-05  |
|      70     |          57          |            35           | 9.533657828954267e-05  |
|      70     |          58          |            38           | 3.531472790119228e-05  |
|      70     |          59          |            37           | 8.374268767441517e-05  |
|      70     |          60          |            38           | 5.226857097054283e-05  |
|      70     |          61          |            37           | 7.454033453713205e-05  |
|      70     |          62          |            36           | 9.705984917673938e-05  |
|      70     |          63          |            41           | 9.443205030633395e-05  |
|      70     |          64          |            40           | 8.119699600042662e-05  |
|      70     |          65          |            41           | 7.675554256313111e-05  |
|      70     |          66          |            40           | 8.608203471519027e-05  |
|      80     |          26          |            24           | 0.0022890226664825652  |
|      80     |          27          |            25           | 0.0011086781230380538  |
|      80     |          28          |            26           | 0.0015330515109839293  |
|      80     |          29          |            27           |  0.000850285918721605  |
|      80     |          30          |            28           |  0.00103916858795583   |
