sinus plus x results
+-------------+----------------------+-------------------------+------------------------+
| Num samples | Initial num of knots | Best num interior knots |       Tolerance        |
|     110     |          41          |            24           | 0.0007535332327786026  |
|     110     |          42          |            26           | 0.0005467161891745675  |
|     110     |          43          |            22           | 0.0006054049933246208  |
|     110     |          44          |            28           | 0.0004192571796550748  |
|     110     |          45          |            24           | 0.0009645243783109603  |
|     110     |          46          |            24           | 0.0008362387638325419  |
|     110     |          47          |            28           | 0.0004068433736201804  |
|     110     |          48          |            28           | 0.0006540800748668918  |
|     110     |          49          |            28           | 0.0006685495216220971  |
|     110     |          50          |            28           |  0.00072444884475098   |
|     110     |          51          |            28           |  0.000907430975766621  |
|     110     |          52          |            26           | 0.0009927074979515504  |
|     110     |          53          |            28           | 0.0007091917095300992  |
|     110     |          54          |            30           | 0.0004511803778474155  |
|     110     |          55          |            30           | 0.0005953068562669639  |
|     110     |          56          |            30           | 0.0006363181506258142  |
|     110     |          57          |            34           | 0.00036842204763698483 |
|     110     |          58          |            28           | 0.0008433647830725644  |
|     110     |          59          |            32           | 0.0005539559951972528  |
|     110     |          60          |            32           |  0.000641327794974389  |
|     110     |          61          |            32           | 0.0009339398649952368  |
|     110     |          62          |            32           | 0.0006062676155169644  |
|     110     |          63          |            26           |  0.000790316607049979  |
|     110     |          64          |            26           | 0.0007533706454246891  |
|     110     |          65          |            32           | 0.0009914953419747352  |
|     110     |          66          |            28           | 0.0009483628470758898  |
|     110     |          67          |            32           | 0.0008054776061638957  |
|     110     |          68          |            32           | 0.0008197832070577782  |
|     110     |          69          |            30           |  0.000647394048534311  |
|     110     |          70          |            32           | 0.0007670169944065108  |
|     110     |          71          |            38           | 0.00043271307274073134 |
|     110     |          72          |            40           | 0.0004538423771891509  |
|     110     |          73          |            38           | 0.0008386993244353658  |
|     110     |          74          |            38           | 0.0007070985219685966  |
|     110     |          75          |            26           | 0.0009992809060637153  |
|     110     |          76          |            30           | 0.0006639564155109801  |
|     110     |          77          |            38           | 0.0007138370637755909  |
|     110     |          78          |            40           | 0.00041335601222958207 |
|     110     |          79          |            42           | 0.0003980833642884818  |
|     110     |          80          |            38           | 0.0007625485402311671  |
|     110     |          81          |            42           | 0.0006140997548763627  |
|     110     |          82          |            40           | 0.0006903541533438418  |
|     110     |          83          |            30           | 0.0008493425766417095  |
|     110     |          84          |            44           | 0.0006231706828769834  |
|     110     |          85          |            38           | 0.0008370187663306883  |
|     110     |          86          |            44           | 0.0004979779197447076  |
|     110     |          87          |            40           | 0.0007403288493774696  |
|     110     |          88          |            38           | 0.0009445157822238759  |
|     110     |          89          |            44           | 0.0006613643573984973  |
|     110     |          90          |            40           | 0.0005795828089902866  |
|     110     |          91          |            40           | 0.0008745595568044884  |
|     110     |          92          |            48           | 0.0005535882248368651  |
|     110     |          93          |            46           | 0.0005980293835028405  |
|     110     |          94          |            46           | 0.0006990594609121992  |
|     110     |          95          |            38           | 0.0006732915699115827  |
|     110     |          96          |            48           | 0.0006878620374906053  |
|     110     |          97          |            46           | 0.0009452159499332424  |
|     110     |          98          |            52           | 0.0005654967906494335  |
|     110     |          99          |            52           |  0.000566920426038009  |
|     110     |         100          |            54           | 0.0005868727651172634  |
|     110     |         101          |            50           | 0.0008964856810689259  |
|     110     |         102          |            50           | 0.0004728904974122816  |
|     110     |         103          |            48           | 0.0007995452270009862  |
|     110     |         104          |            48           | 0.0007987656941926824  |
|     110     |         105          |            52           | 0.0006003420058210418  |
|     110     |         106          |            40           | 0.0009500476334030061  |
|     120     |          40          |            24           |  0.000636847252630357  |
|     120     |          41          |            24           |  0.000751525895516636  |
|     120     |          42          |            26           |  0.000544447478993848  |
|     120     |          43          |            24           | 0.0006022877056137688  |
|     120     |          44          |            26           | 0.0008360453689699732  |
|     120     |          45          |            24           | 0.0009591243003970185  |
|     120     |          46          |            28           | 0.0007068344220111378  |
|     120     |          47          |            28           | 0.0004067979232671437  |
|     120     |          48          |            28           |  0.000655003162102652  |
|     120     |          49          |            28           | 0.0006671485096680918  |
|     120     |          50          |            30           | 0.0005266184868609747  |
|     120     |          51          |            28           | 0.0009065416286476724  |
|     120     |          52          |            24           |  0.000979321498229102  |
|     120     |          53          |            28           | 0.0007100829990440705  |
|     120     |          54          |            32           | 0.0004553460361403916  |
|     120     |          55          |            28           | 0.0007216957330937745  |
|     120     |          56          |            28           | 0.0008999025414633266  |
|     120     |          57          |            34           | 0.0005005933148304331  |
|     120     |          58          |            26           | 0.0009970262458549595  |
|     120     |          59          |            32           | 0.0005557683848127493  |
|     120     |          60          |            32           | 0.0006413887170246824  |
|     120     |          61          |            28           | 0.0009201582655733453  |
